,image_name,image_url
0,0008fd2b17474497.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0008fd2b17474497.jpg
1,e4ba22f86705a55a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e4ba22f86705a55a.jpg
2,a57b7eeb7c92086f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a57b7eeb7c92086f.jpg
3,0d6732a9468918a6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0d6732a9468918a6.jpg
4,c02e11f3aa321bcc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/c02e11f3aa321bcc.jpg
5,b261e49ee975da38.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b261e49ee975da38.jpg
6,cb73aff767124a38.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/cb73aff767124a38.jpg
7,54fa26d071d8af01.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/54fa26d071d8af01.jpg
8,3815fcb17474565f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3815fcb17474565f.jpg
9,d0944df35102c8eb.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d0944df35102c8eb.jpg
10,f7a723db9941a903.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f7a723db9941a903.jpg
11,eff1e1bc4dbcf220.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/eff1e1bc4dbcf220.jpg
12,9102da371ad81807.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/9102da371ad81807.jpg
13,6d977cd6347d76bb.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/6d977cd6347d76bb.jpg
14,e8d3783476fd56dc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e8d3783476fd56dc.jpg
15,9a73b471c33fb23a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/9a73b471c33fb23a.jpg
16,0030feaa83a02c0d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0030feaa83a02c0d.jpg
17,8166bcd9a98a84cb.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8166bcd9a98a84cb.jpg
18,834f901e3e8e65c0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/834f901e3e8e65c0.jpg
19,47f9d8cc0aedd19c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/47f9d8cc0aedd19c.jpg
20,7106ba5c0e8f5468.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7106ba5c0e8f5468.jpg
21,46b7b00f004d08a3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/46b7b00f004d08a3.jpg
22,011b7997f8b19901.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/011b7997f8b19901.jpg
23,bda039689f858f80.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/bda039689f858f80.jpg
24,2ac74379b16c6f5a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2ac74379b16c6f5a.jpg
25,133a79ed069cae84.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/133a79ed069cae84.jpg
26,7f19b1ec3fd47ee2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7f19b1ec3fd47ee2.jpg
27,7fe8be2bcd8d8bd5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7fe8be2bcd8d8bd5.jpg
28,4b377b0a94a4a75a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4b377b0a94a4a75a.jpg
29,1d292a1a93d85216.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1d292a1a93d85216.jpg
30,4959246993e7f854.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4959246993e7f854.jpg
31,e467d5f6c5b34c04.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e467d5f6c5b34c04.jpg
32,ae0f870bf4b9a2dd.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ae0f870bf4b9a2dd.jpg
33,2f2b289cbbb03196.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2f2b289cbbb03196.jpg
34,8c1ef415d78a1490.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8c1ef415d78a1490.jpg
35,55ee0ac4a6f365bf.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/55ee0ac4a6f365bf.jpg
36,e0ac819258aa61fe.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e0ac819258aa61fe.jpg
37,6177322e51ba802a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/6177322e51ba802a.jpg
38,62461632de2f4f40.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/62461632de2f4f40.jpg
39,1cdafb752af13295.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1cdafb752af13295.jpg
40,379e8340d88f2be7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/379e8340d88f2be7.jpg
41,e9a35882980bdd9f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e9a35882980bdd9f.jpg
42,00869e738293d1df.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00869e738293d1df.jpg
43,eca06c7da7224d9b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/eca06c7da7224d9b.jpg
44,165a49f44df2d941.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/165a49f44df2d941.jpg
45,ee79de824385f5fc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ee79de824385f5fc.jpg
46,9b6c57c03fe3758a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/9b6c57c03fe3758a.jpg
47,b845370ef279cf22.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b845370ef279cf22.jpg
48,1cb7611c0d31a32c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1cb7611c0d31a32c.jpg
49,d0d732b735eb5b28.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d0d732b735eb5b28.jpg
50,7a7365643f7afad0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7a7365643f7afad0.jpg
51,313d976950752559.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/313d976950752559.jpg
52,c389c7cd743fb5ca.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/c389c7cd743fb5ca.jpg
53,a1d7a1a6a81cc3f0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a1d7a1a6a81cc3f0.jpg
54,6dea422cfd9b74fe.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/6dea422cfd9b74fe.jpg
55,f8f0ae8554ae2f2f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f8f0ae8554ae2f2f.jpg
56,ace73aa49be5164f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ace73aa49be5164f.jpg
57,8f637fdbf20700e8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8f637fdbf20700e8.jpg
58,507e3dbf81e2e6a5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/507e3dbf81e2e6a5.jpg
59,ecd8b4a59a6cc64a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ecd8b4a59a6cc64a.jpg
60,a73c07533c270cf9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a73c07533c270cf9.jpg
61,07ddf39d7eefe3dc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/07ddf39d7eefe3dc.jpg
62,a0900683abddc7d7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a0900683abddc7d7.jpg
63,13011c1cb943d288.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/13011c1cb943d288.jpg
64,3ef935c38fd7f427.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3ef935c38fd7f427.jpg
65,a088f4f7de6d43c0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a088f4f7de6d43c0.jpg
66,10848e14c1b114fe.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/10848e14c1b114fe.jpg
67,3c704d18dde09209.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3c704d18dde09209.jpg
68,4c61bb367ff395b7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4c61bb367ff395b7.jpg
69,1bd8ceb95380e4f3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1bd8ceb95380e4f3.jpg
