,Unnamed: 0,image_name,image_url
0,0.0,a08ba5d21e0a41d0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a08ba5d21e0a41d0.jpg
1,1.0,5af050462c54a527.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/5af050462c54a527.jpg
2,2.0,9945685e44f15a6d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/9945685e44f15a6d.jpg
3,3.0,83ad8dc5a0e014ff.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/83ad8dc5a0e014ff.jpg
4,4.0,081c7365d8d1cf0d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/081c7365d8d1cf0d.jpg
5,5.0,92fbbf2cee9c3637.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/92fbbf2cee9c3637.jpg
6,6.0,cc4c532200e0e2a0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/cc4c532200e0e2a0.jpg
7,7.0,be6cee3fef2c89b2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/be6cee3fef2c89b2.jpg
8,8.0,e981833c5800b3f3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e981833c5800b3f3.jpg
9,9.0,31ce39d11359d06a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/31ce39d11359d06a.jpg
10,10.0,58fe57225099089c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/58fe57225099089c.jpg
11,11.0,116b7a0af3b11f17.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/116b7a0af3b11f17.jpg
12,12.0,a073f43821f32ba7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a073f43821f32ba7.jpg
13,13.0,cc734c18caefaa65.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/cc734c18caefaa65.jpg
14,14.0,5098705c11fd3145.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/5098705c11fd3145.jpg
15,15.0,a6ebe095926ab538.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a6ebe095926ab538.jpg
16,16.0,de4a919a3517a5ce.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/de4a919a3517a5ce.jpg
17,17.0,fcc4b239f3334259.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/fcc4b239f3334259.jpg
18,18.0,d729eb9c79567a8a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d729eb9c79567a8a.jpg
19,19.0,3ab18a26d2178c04.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3ab18a26d2178c04.jpg
20,20.0,ed844a68b8abd7d3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ed844a68b8abd7d3.jpg
