,image_name,image_url
0,80f523931b1939e1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/80f523931b1939e1.jpg
1,04a8a9b075fbb0dd.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/04a8a9b075fbb0dd.jpg
2,12b62b6bb202ddef.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/12b62b6bb202ddef.jpg
3,cd4da27d2103c83e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/cd4da27d2103c83e.jpg
4,ea37fe6d53c37f29.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ea37fe6d53c37f29.jpg
5,b4140e5eab27335e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b4140e5eab27335e.jpg
6,abf7575a1ee24d5f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/abf7575a1ee24d5f.jpg
7,2b1be542a039eeea.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2b1be542a039eeea.jpg
8,6ebd5d4ca11e47f1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/6ebd5d4ca11e47f1.jpg
9,68e9c0729f11722c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/68e9c0729f11722c.jpg
10,faf07faa862b9fc8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/faf07faa862b9fc8.jpg
11,75884cc57573b82d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/75884cc57573b82d.jpg
12,b1d2b5b741f02400.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b1d2b5b741f02400.jpg
13,074ff87a359f3dfe.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/074ff87a359f3dfe.jpg
14,57e4c8c60088a958.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/57e4c8c60088a958.jpg
15,0e30dd9cbc9855a8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0e30dd9cbc9855a8.jpg
16,3df4ba842935ec0a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3df4ba842935ec0a.jpg
17,8f784106c64d90b9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8f784106c64d90b9.jpg
18,d125155db86083af.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d125155db86083af.jpg
19,14761b66da8390dd.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/14761b66da8390dd.jpg
20,3b915eccd4608b7b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3b915eccd4608b7b.jpg
21,ad0790972a090bbe.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ad0790972a090bbe.jpg
22,002691b3032ae06c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002691b3032ae06c.jpg
23,0b7d05b86123b420.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0b7d05b86123b420.jpg
24,d5d9fbb37d0acc08.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d5d9fbb37d0acc08.jpg
25,d5a4cf491335fa9b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d5a4cf491335fa9b.jpg
26,f24190eb8539fa7e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f24190eb8539fa7e.jpg
27,4db8c70998a3f9d6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4db8c70998a3f9d6.jpg
28,ed75ba4009dc076a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ed75ba4009dc076a.jpg
29,c35a963f41997115.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/c35a963f41997115.jpg
30,3075d3edd15680ef.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3075d3edd15680ef.jpg
31,ce94db485fc0ab37.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ce94db485fc0ab37.jpg
32,f22d4d661f08f012.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f22d4d661f08f012.jpg
33,8f7b840d80bc1602.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8f7b840d80bc1602.jpg
34,951fa24638b56077.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/951fa24638b56077.jpg
35,3019813e774f9918.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3019813e774f9918.jpg
