,Unnamed: 0,image_name,image_url
0,0.0,80f523931b1939e1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/80f523931b1939e1.jpg
1,1.0,04a8a9b075fbb0dd.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/04a8a9b075fbb0dd.jpg
2,2.0,12b62b6bb202ddef.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/12b62b6bb202ddef.jpg
3,3.0,cd4da27d2103c83e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/cd4da27d2103c83e.jpg
4,4.0,ea37fe6d53c37f29.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ea37fe6d53c37f29.jpg
5,5.0,b4140e5eab27335e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b4140e5eab27335e.jpg
6,6.0,abf7575a1ee24d5f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/abf7575a1ee24d5f.jpg
7,7.0,2b1be542a039eeea.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2b1be542a039eeea.jpg
8,8.0,6ebd5d4ca11e47f1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/6ebd5d4ca11e47f1.jpg
9,9.0,68e9c0729f11722c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/68e9c0729f11722c.jpg
10,10.0,faf07faa862b9fc8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/faf07faa862b9fc8.jpg
11,11.0,75884cc57573b82d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/75884cc57573b82d.jpg
12,12.0,b1d2b5b741f02400.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b1d2b5b741f02400.jpg
13,13.0,074ff87a359f3dfe.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/074ff87a359f3dfe.jpg
14,14.0,57e4c8c60088a958.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/57e4c8c60088a958.jpg
15,15.0,0e30dd9cbc9855a8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0e30dd9cbc9855a8.jpg
16,16.0,3df4ba842935ec0a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3df4ba842935ec0a.jpg
17,17.0,8f784106c64d90b9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8f784106c64d90b9.jpg
18,18.0,d125155db86083af.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d125155db86083af.jpg
